Filename,AMP,ANDC,AWL,CAUS,CONC,COND,CONJ,DEMO,DEMP,DPAR,DWNT,EMPH,EX,FPP1,GER,HDG,INPR,JJ,NEMD,NN,NOMZ,OSUB,PHC,PIN,PIT,PLACE,POMD,PRED,PRMD,RB,SPP2,SYNE,THAC,THVC,TIME,TO,TOBJ,TPP3,TSUB,TTR,VBD,VPRT,XX0,[BEMA],[BYPA],[CONT],[PASS],[PASTP],[PEAS],[PIRE],[PRESP],[PRIV],[PROD],[PUBV],[SERE],[SMP],[SPAU],[SPIN],[STPR],[SUAV],[THATD],[WHCL],[WHOBJ],[WHQU],[WHSUB],[WZPAST],[WZPRES],Underused_variables,Overused_variables,
2-gemma9b,-1.04,-0.50,4.05,-0.65,-0.62,-1.14,5.81,0.14,-0.52,-0.52,1.37,0.00,-1.22,-0.88,-0.18,-0.46,-0.70,3.03,0.00,0.95,4.16,4.82,9.63,-0.13,-0.86,-0.29,0.74,1.42,-1.33,-2.30,-0.72,-1.06,-0.50,1.03,-1.49,-1.54,1.18,-0.68,12.62,0,-1.25,-0.55,-0.70,-1.43,-0.62,-0.73,-0.82,5.00,-0.44,-0.64,4.35,-0.72,-0.86,-0.65,-0.25,-0.80,-1.36,0.00,0.04,1.10,-0.76,-0.60,-0.82,-0.33,-1.05,0.55,1.44,RB ,AWL CONJ JJ NOMZ OSUB PHC TSUB [PASTP] [PRESP] 
5-gemma9b,-1.04,-0.52,3.55,-0.65,-0.62,-0.23,3.06,-1.88,-0.96,-0.52,-1.25,-0.52,-1.22,-1.04,0.84,-0.46,-0.70,4.49,0.95,1.48,2.60,6.55,4.04,-1.05,-0.59,-0.32,3.60,-1.81,-1.33,-2.68,-0.72,-1.06,-0.50,0.28,-1.49,0.27,1.09,-0.42,7.12,0,-1.32,-0.78,-1.07,-2.98,-0.62,-0.73,-1.15,-0.25,-1.65,-0.64,1.82,0.23,-0.86,-0.67,-0.25,-0.80,-1.40,0.00,-0.74,2.35,-0.27,-0.60,-0.82,-0.33,-0.05,-0.16,1.39,RB [BEMA] ,AWL CONJ JJ NOMZ OSUB PHC POMD TSUB [SUAV] 
4-gemma9b,-1.04,-0.02,2.55,-0.65,-0.62,-0.14,2.00,-0.76,-0.04,-0.52,0.12,-1.50,-1.22,-0.19,-0.08,-0.46,-0.70,0.43,0.05,1.03,2.47,5.18,6.15,-0.33,-0.83,-0.26,5.31,1.62,0.79,-1.71,0.41,-1.06,3.17,-0.38,-1.49,0.11,-0.73,-0.74,5.00,0,-1.17,-0.78,0.43,-0.87,1.08,-0.25,-1.12,-0.25,-0.81,-0.64,3.35,-0.03,-0.86,-0.61,-0.25,-0.80,-0.44,44000.00,-0.74,1.23,0.32,1.60,-0.82,-0.33,-1.05,-0.81,-0.89,,AWL NOMZ OSUB PHC POMD THAC TSUB [PRESP] [SPIN] 
3-gemma9b,-0.19,0.00,2.92,-0.65,-0.62,-0.14,3.44,-0.24,0.90,-0.52,-1.25,1.69,0.00,1.01,6.37,-0.46,-0.70,1.99,-1.00,-0.49,1.88,9.27,4.52,-0.92,-0.82,-0.91,4.09,0.77,-0.81,-2.20,-0.72,-1.06,3.17,-0.38,-1.49,0.13,-0.73,-1.03,2.25,0,-1.32,-0.64,-0.66,-1.80,1.08,-0.61,-0.77,-0.25,-1.23,-0.64,4.65,0.85,-0.86,-0.59,-0.25,-0.80,-2.20,0.00,-0.74,1.23,-0.22,-0.60,-0.82,-0.33,-1.05,-0.10,-0.89,RB [SPAU] ,AWL CONJ GER OSUB PHC POMD THAC TSUB [PRESP] 
9-gemma9b,-1.04,0.94,4.20,-0.65,-0.62,-1.14,0.69,-1.29,-0.02,-0.52,-1.25,0.64,-1.22,-0.87,3.50,-0.46,-0.70,3.02,3.29,0.26,5.05,3.18,3.74,-1.33,-1.13,-0.91,4.80,1.65,-0.26,-2.32,-0.72,-1.06,-0.50,-0.34,-1.49,0.96,-0.73,-0.93,-0.50,0,-1.32,-1.28,-0.28,-1.79,-0.62,-0.60,-0.42,-0.25,-1.65,-0.64,0.76,0.22,-0.86,-1.43,-0.25,-0.80,-1.28,0.00,-0.74,1.97,-0.76,-0.60,-0.82,-0.33,-1.05,-0.06,2.89,RB ,AWL GER JJ NEMD NOMZ OSUB PHC POMD [WZPRES] 
6-gemma9b,-1.04,1.23,3.65,-0.65,-0.62,-0.18,1.88,-1.86,-0.96,-0.52,-1.25,-0.02,-1.22,-0.96,0.89,-0.46,-0.70,2.87,-1.00,1.25,2.96,4.73,7.22,-0.82,-0.86,-0.91,0.11,1.38,0.14,-1.95,-0.27,-1.06,-0.50,1.00,-1.49,-1.55,-0.73,-0.77,2.12,0,-1.25,-0.99,-1.05,-1.66,-0.62,-0.50,-0.82,-0.25,-1.25,-0.64,5.53,-1.13,-0.26,4.74,-0.25,-0.80,-0.52,0.00,-0.74,1.74,2.29,-0.60,-0.82,-0.33,-1.05,-0.13,1.44,,AWL JJ NOMZ OSUB PHC TSUB [PRESP] [PUBV] [THATD] 
1-gemma9b,-1.04,2.06,3.40,-0.65,-0.62,-1.14,0.75,-1.79,1.54,-0.52,-1.25,1.93,0.11,-0.67,-0.58,-0.46,-0.70,1.63,-1.00,-0.01,4.29,3.45,3.19,-1.13,-0.77,-0.21,5.20,0.96,-0.76,-1.27,-0.20,-1.06,-0.50,-0.31,-0.80,1.62,-0.73,-1.12,5.50,0,-1.16,-0.58,-1.39,-1.21,-0.62,-0.60,-1.09,-0.25,-1.65,-0.64,-0.59,0.12,-0.86,-0.54,-0.25,-0.80,-0.28,0.00,-0.74,-0.16,0.41,-0.60,-0.82,-0.33,2.55,-0.81,1.78,,ANDC AWL NOMZ OSUB PHC POMD TSUB [WHSUB] 
0-gemma9b,-0.15,0.02,3.30,-0.65,-0.62,-1.14,0.69,-0.14,0.48,-0.52,-1.25,0.14,-1.22,-0.87,4.87,-0.46,-0.70,1.45,-1.00,0.20,2.48,7.55,6.44,-0.89,-0.80,-0.91,2.97,5.31,-1.33,-2.02,-0.38,-1.06,-0.50,-1.14,-1.49,0.64,1.36,-0.20,2.38,0,-1.32,-0.64,-0.64,-0.55,-0.62,-0.73,-1.11,5.50,-1.65,-0.64,4.88,0.27,-0.86,-0.15,-0.25,-0.80,-1.28,0.00,-0.74,-0.94,-0.76,1.70,-0.82,-0.33,-1.05,-0.06,0.39,RB ,AWL GER NOMZ OSUB PHC POMD PRED TSUB [PASTP] [PRESP] 
8-gemma9b,-0.19,1.31,4.17,-0.65,-0.62,-1.14,-0.75,-0.81,-0.96,-0.52,-1.25,0.05,-1.22,-0.88,1.58,-0.46,-0.70,4.50,3.14,0.23,8.71,3.00,11.59,-0.68,-1.14,-0.26,0.20,0.69,-1.33,-2.00,-0.72,-1.06,-0.50,-0.38,-1.49,-2.27,-0.73,-0.56,2.25,0,-1.32,-1.06,0.03,-2.29,-0.62,-0.49,-0.80,-0.25,-1.65,-0.64,4.53,-0.89,-0.86,-1.02,-0.25,-0.80,0.40,0.00,-0.74,1.87,0.29,-0.60,-0.82,-0.33,-1.05,-0.81,0.33,TO [BEMA] ,AWL JJ NEMD NOMZ OSUB PHC TSUB [PRESP] 
7-gemma9b,-1.04,-0.46,3.60,-0.65,-0.62,-1.14,0.69,-0.69,0.02,-0.52,-1.25,-1.50,1.39,-0.95,0.61,-0.46,-0.70,2.23,0.10,0.17,5.42,3.36,2.19,-1.50,-0.46,-0.91,5.00,5.35,-1.33,-2.14,-0.72,-1.06,-0.50,-0.34,-0.83,1.09,1.36,-0.81,2.38,0,-1.09,-0.77,-1.02,-0.53,1.15,-0.73,-0.39,-0.25,-1.65,-0.64,-0.59,-0.61,-0.86,-1.00,5.50,1.50,-0.32,0.00,-0.74,1.32,-0.76,1.70,-0.82,-0.33,-1.05,-0.81,0.39,RB ,AWL JJ NOMZ OSUB PHC POMD PRED TSUB [SERE] 
